Id,DateOfPrice,Value
BNP FP,12/17/2009 00:00:00,9.97316751023073
CA FP,12/17/2009 00:00:00,9.75387760294742
CAP FP,12/17/2009 00:00:00,10.0970750014278
CS FP,12/17/2009 00:00:00,9.99343169098329
EDF FP,12/17/2009 00:00:00,9.36308374642556
EI FP,12/17/2009 00:00:00,10.400158709768
EN FP,12/17/2009 00:00:00,9.61076577827916
GLE FP,12/17/2009 00:00:00,9.88598176734282
AC FP,12/18/2009 00:00:00,10.6007904447462
ACA FP,12/18/2009 00:00:00,10.2069969304963
AI FP,12/18/2009 00:00:00,10.4941416365525
AIR FP,12/18/2009 00:00:00,9.85961091818296
ALO FP,12/18/2009 00:00:00,9.83242889109566
BN FP,12/18/2009 00:00:00,10.2703460389418
BNP FP,12/18/2009 00:00:00,9.76084836253838
CA FP,12/18/2009 00:00:00,9.65835773934133
CAP FP,12/18/2009 00:00:00,9.97346949860102
CS FP,12/18/2009 00:00:00,10.0167051975662
EDF FP,12/18/2009 00:00:00,9.19086955554329
EI FP,12/18/2009 00:00:00,10.3326159019568
EN FP,12/18/2009 00:00:00,9.51056158320746
GLE FP,12/18/2009 00:00:00,9.81800980521824
AC FP,12/21/2009 00:00:00,10.284417554451
ACA FP,12/21/2009 00:00:00,10.0139283352319
AI FP,12/21/2009 00:00:00,10.408895908008
AIR FP,12/21/2009 00:00:00,9.99856377339269
ALO FP,12/21/2009 00:00:00,9.90979843739746
BN FP,12/21/2009 00:00:00,10.2110274587936
BNP FP,12/21/2009 00:00:00,9.52329989916866
CA FP,12/21/2009 00:00:00,9.61249485955866
CAP FP,12/21/2009 00:00:00,9.96475272840503
CS FP,12/21/2009 00:00:00,10.1816587975195
EDF FP,12/21/2009 00:00:00,9.05534040625142
EI FP,12/21/2009 00:00:00,10.1633234549939
EN FP,12/21/2009 00:00:00,9.50331400108843
GLE FP,12/21/2009 00:00:00,9.5534195027393
AC FP,12/22/2009 00:00:00,10.2635173525688
ACA FP,12/22/2009 00:00:00,10.4412150791915
AI FP,12/22/2009 00:00:00,10.1962893848611
AIR FP,12/22/2009 00:00:00,10.2777062236055
ALO FP,12/22/2009 00:00:00,9.81434831545712
BN FP,12/22/2009 00:00:00,10.2684653088924
BNP FP,12/22/2009 00:00:00,9.48861131754709
CA FP,12/22/2009 00:00:00,9.4090417741614
CAP FP,12/22/2009 00:00:00,10.175239975504
CS FP,12/22/2009 00:00:00,9.95019548825951
EDF FP,12/22/2009 00:00:00,9.11757185749406
EI FP,12/22/2009 00:00:00,10.3996347270082
EN FP,12/22/2009 00:00:00,9.55631581345606
GLE FP,12/22/2009 00:00:00,9.39873718809896
AC FP,12/23/2009 00:00:00,10.167305623246
ACA FP,12/23/2009 00:00:00,10.3193414418393
AI FP,12/23/2009 00:00:00,10.2365467353077
AIR FP,12/23/2009 00:00:00,9.96176672061121
ALO FP,12/23/2009 00:00:00,9.78593421029541
BN FP,12/23/2009 00:00:00,10.4317840583555
BNP FP,12/23/2009 00:00:00,9.47935321903131
CA FP,12/23/2009 00:00:00,9.52038979034324
CAP FP,12/23/2009 00:00:00,10.2572320807018
CS FP,12/23/2009 00:00:00,9.8418799586415
EDF FP,12/23/2009 00:00:00,9.14508378015219
EI FP,12/23/2009 00:00:00,10.5154734879107
EN FP,12/23/2009 00:00:00,9.57761432064608
GLE FP,12/23/2009 00:00:00,9.36511932642267
AC FP,12/24/2009 00:00:00,10.0984829781353
ACA FP,12/24/2009 00:00:00,10.2714344334708
AI FP,12/24/2009 00:00:00,9.88573112126964
AIR FP,12/24/2009 00:00:00,9.85808683936191
ALO FP,12/24/2009 00:00:00,9.65979035202173
BN FP,12/24/2009 00:00:00,10.3071419000275
BNP FP,12/24/2009 00:00:00,9.59579280253151
CA FP,12/24/2009 00:00:00,9.32855809197887
CAP FP,12/24/2009 00:00:00,10.2165725178038
CS FP,12/24/2009 00:00:00,10.0671523878714
EDF FP,12/24/2009 00:00:00,9.28909209891226
EI FP,12/24/2009 00:00:00,10.3903071909362
EN FP,12/24/2009 00:00:00,9.48050497111494
GLE FP,12/24/2009 00:00:00,9.26249469419793
AC FP,12/25/2009 00:00:00,10.1749726618344
ACA FP,12/25/2009 00:00:00,10.0843896192008
AI FP,12/25/2009 00:00:00,9.91450743111012
AIR FP,12/25/2009 00:00:00,9.87148961069884
ALO FP,12/25/2009 00:00:00,9.64533766623926
BN FP,12/25/2009 00:00:00,10.4062354285385
BNP FP,12/25/2009 00:00:00,9.55768010008716
CA FP,12/25/2009 00:00:00,9.43332741479787
CAP FP,12/25/2009 00:00:00,10.1650546909887
CS FP,12/25/2009 00:00:00,10.3073035130865
EDF FP,12/25/2009 00:00:00,9.33822808369932
EI FP,12/25/2009 00:00:00,10.4389433511521
EN FP,12/25/2009 00:00:00,9.41157480745307
GLE FP,12/25/2009 00:00:00,9.21090794836234
AC FP,12/28/2009 00:00:00,9.92841007236028
ACA FP,12/28/2009 00:00:00,9.63862043598593
AI FP,12/28/2009 00:00:00,9.91489747700242
AIR FP,12/28/2009 00:00:00,9.6646934387396
ALO FP,12/28/2009 00:00:00,9.38556511044083
BN FP,12/28/2009 00:00:00,10.3309106020246
BNP FP,12/28/2009 00:00:00,9.62365900818936
CA FP,12/28/2009 00:00:00,9.52923509242468
CAP FP,12/28/2009 00:00:00,10.0404068588839
CS FP,12/28/2009 00:00:00,10.4299557744539
EDF FP,12/28/2009 00:00:00,9.07621424159758
EI FP,12/28/2009 00:00:00,10.3293751755663
EN FP,12/28/2009 00:00:00,9.46643434474464
GLE FP,12/28/2009 00:00:00,9.31266912718657
AC FP,12/29/2009 00:00:00,9.98437336317651
ACA FP,12/29/2009 00:00:00,9.97825054437891
AI FP,12/29/2009 00:00:00,10.0381416745549
AIR FP,12/29/2009 00:00:00,9.82694084055684
ALO FP,12/29/2009 00:00:00,9.57687735478017
BN FP,12/29/2009 00:00:00,10.1630783079436
BNP FP,12/29/2009 00:00:00,9.76163247061374
CA FP,12/29/2009 00:00:00,9.61108350700496
CAP FP,12/29/2009 00:00:00,9.99703201292456
CS FP,12/29/2009 00:00:00,10.5183179967304
EDF FP,12/29/2009 00:00:00,9.13131400359599
EI FP,12/29/2009 00:00:00,10.5132839359524
EN FP,12/29/2009 00:00:00,9.70373254838188
GLE FP,12/29/2009 00:00:00,9.08225035034704
AC FP,12/30/2009 00:00:00,10.1706181200698
ACA FP,12/30/2009 00:00:00,10.0617210166147
AI FP,12/30/2009 00:00:00,10.1419246431984
AIR FP,12/30/2009 00:00:00,10.0622541650476
ALO FP,12/30/2009 00:00:00,9.82065542170459
BN FP,12/30/2009 00:00:00,10.1817362799578
BNP FP,12/30/2009 00:00:00,9.78847799896059
CA FP,12/30/2009 00:00:00,9.76040305540286
CAP FP,12/30/2009 00:00:00,9.79326273390076
CS FP,12/30/2009 00:00:00,10.5469905591545
EDF FP,12/30/2009 00:00:00,8.97225434496856
EI FP,12/30/2009 00:00:00,10.474263704394
EN FP,12/30/2009 00:00:00,9.61890067398374
GLE FP,12/30/2009 00:00:00,9.29447104942609
AC FP,12/31/2009 00:00:00,10.2501882959915
ACA FP,12/31/2009 00:00:00,9.88742382993648
AI FP,12/31/2009 00:00:00,9.889681634158
AIR FP,12/31/2009 00:00:00,10.0569800967401
ALO FP,12/31/2009 00:00:00,9.81239773015876
BN FP,12/31/2009 00:00:00,10.1338117919679
BNP FP,12/31/2009 00:00:00,9.7119276014104
CA FP,12/31/2009 00:00:00,9.73258516489808
CAP FP,12/31/2009 00:00:00,9.98845739495506
CS FP,12/31/2009 00:00:00,10.271171808324
EDF FP,12/31/2009 00:00:00,8.91595219399882
EI FP,12/31/2009 00:00:00,10.5691993392401
EN FP,12/31/2009 00:00:00,9.50422144458801
GLE FP,12/31/2009 00:00:00,9.43089889102459
AC FP,01/01/2010 00:00:00,10.1797024589528
ACA FP,01/01/2010 00:00:00,9.74178188545285
AI FP,01/01/2010 00:00:00,9.90654866197457
AIR FP,01/01/2010 00:00:00,9.7477610453016
ALO FP,01/01/2010 00:00:00,9.83888077283489
BN FP,01/01/2010 00:00:00,9.78889220813476
BNP FP,01/01/2010 00:00:00,9.89839658316034
CA FP,01/01/2010 00:00:00,9.34383744453001
CAP FP,01/01/2010 00:00:00,10.0313356056151
CS FP,01/01/2010 00:00:00,10.4775381569723
EDF FP,01/01/2010 00:00:00,8.84652489951754
EI FP,01/01/2010 00:00:00,10.5227054451634
EN FP,01/01/2010 00:00:00,9.31182850560539
GLE FP,01/01/2010 00:00:00,9.38242388218669
AC FP,01/04/2010 00:00:00,10.2038338507432
ACA FP,01/04/2010 00:00:00,9.72953249762291
AI FP,01/04/2010 00:00:00,10.1013576404987
AIR FP,01/04/2010 00:00:00,9.62482923654372
ALO FP,01/04/2010 00:00:00,9.96573484031504
BN FP,01/04/2010 00:00:00,9.53500495715532
BNP FP,01/04/2010 00:00:00,9.6666354804511
CA FP,01/04/2010 00:00:00,9.27595960291146
CAP FP,01/04/2010 00:00:00,9.64337849599595
CS FP,01/04/2010 00:00:00,10.5688671236092
EDF FP,01/04/2010 00:00:00,9.22416485697044
EI FP,01/04/2010 00:00:00,10.703974318091
EN FP,01/04/2010 00:00:00,9.13382193860176
GLE FP,01/04/2010 00:00:00,9.50331206372403
AC FP,01/05/2010 00:00:00,10.2829798365539
ACA FP,01/05/2010 00:00:00,9.6507143230122
AI FP,01/05/2010 00:00:00,10.2201989155812
AIR FP,01/05/2010 00:00:00,9.65367348625209
ALO FP,01/05/2010 00:00:00,9.9908188351723
BN FP,01/05/2010 00:00:00,9.83449659329254
BNP FP,01/05/2010 00:00:00,9.71292348676393
CA FP,01/05/2010 00:00:00,9.26560529481987
CAP FP,01/05/2010 00:00:00,9.83686901032709
CS FP,01/05/2010 00:00:00,10.5549826080258
EDF FP,01/05/2010 00:00:00,9.28317864559569
EI FP,01/05/2010 00:00:00,10.4309687966424
EN FP,01/05/2010 00:00:00,9.29685898895069
GLE FP,01/05/2010 00:00:00,9.67037241755781
AC FP,01/06/2010 00:00:00,10.1267534585528
ACA FP,01/06/2010 00:00:00,9.69079519388465
AI FP,01/06/2010 00:00:00,10.0093105088918
AIR FP,01/06/2010 00:00:00,9.69268615305565
ALO FP,01/06/2010 00:00:00,9.97681938582055
BN FP,01/06/2010 00:00:00,9.60679382355378
BNP FP,01/06/2010 00:00:00,9.71450302595334
CA FP,01/06/2010 00:00:00,9.55706643022163
CAP FP,01/06/2010 00:00:00,9.80633527573589
CS FP,01/06/2010 00:00:00,10.118304451409
EDF FP,01/06/2010 00:00:00,9.31238232270591
EI FP,01/06/2010 00:00:00,10.4175781273193
EN FP,01/06/2010 00:00:00,9.30003142027184
GLE FP,01/06/2010 00:00:00,9.95110011966345
AC FP,01/07/2010 00:00:00,10.3566190831748
ACA FP,01/07/2010 00:00:00,10.0048758147507
AI FP,01/07/2010 00:00:00,10.0603192635579
AIR FP,01/07/2010 00:00:00,9.66563503574722
ALO FP,01/07/2010 00:00:00,10.1944658351059
BN FP,01/07/2010 00:00:00,9.80275194405328
BNP FP,01/07/2010 00:00:00,9.85468206297264
CA FP,01/07/2010 00:00:00,9.68099913426063
CAP FP,01/07/2010 00:00:00,9.99981484124817
CS FP,01/07/2010 00:00:00,10.3447256552091
EDF FP,01/07/2010 00:00:00,9.31729751138732
EI FP,01/07/2010 00:00:00,10.6671076465715
EN FP,01/07/2010 00:00:00,9.29094757048892
GLE FP,01/07/2010 00:00:00,10.0470345939485
AC FP,01/08/2010 00:00:00,10.5156610356926
ACA FP,01/08/2010 00:00:00,10.2193530564077
AI FP,01/08/2010 00:00:00,9.85709032364562
AIR FP,01/08/2010 00:00:00,9.56741075411718
ALO FP,01/08/2010 00:00:00,10.2894480157449
BN FP,01/08/2010 00:00:00,9.88972767272368
BNP FP,01/08/2010 00:00:00,9.76029076069056
CA FP,01/08/2010 00:00:00,9.7747990296474
CAP FP,01/08/2010 00:00:00,10.0953380768823
CS FP,01/08/2010 00:00:00,10.2451386731645
EDF FP,01/08/2010 00:00:00,9.40994811582771
EI FP,01/08/2010 00:00:00,10.6855958316503
EN FP,01/08/2010 00:00:00,9.2079616243405
GLE FP,01/08/2010 00:00:00,9.93536250681397
AC FP,01/11/2010 00:00:00,10.2481900069972
ACA FP,01/11/2010 00:00:00,10.0846965976121
AI FP,01/11/2010 00:00:00,9.61858732755802
AIR FP,01/11/2010 00:00:00,9.43431667696891
ALO FP,01/11/2010 00:00:00,10.2417905171114
BN FP,01/11/2010 00:00:00,9.76340328105022
BNP FP,01/11/2010 00:00:00,9.68927183853754
CA FP,01/11/2010 00:00:00,9.61819717946055
CAP FP,01/11/2010 00:00:00,10.0678374832973
CS FP,01/11/2010 00:00:00,10.2101813586189
EDF FP,01/11/2010 00:00:00,9.35915545524074
EI FP,01/11/2010 00:00:00,10.8806988054464
EN FP,01/11/2010 00:00:00,9.1039053671196
GLE FP,01/11/2010 00:00:00,10.0141556081107
AC FP,01/12/2010 00:00:00,10.241710811023
ACA FP,01/12/2010 00:00:00,10.3891537644407
AI FP,01/12/2010 00:00:00,9.5501871190004
AIR FP,01/12/2010 00:00:00,9.56179439175138
ALO FP,01/12/2010 00:00:00,10.5513938462164
BN FP,01/12/2010 00:00:00,9.9425373871113
BNP FP,01/12/2010 00:00:00,9.49694576212289
CA FP,01/12/2010 00:00:00,9.61104931070059
CAP FP,01/12/2010 00:00:00,10.1252924789831
CS FP,01/12/2010 00:00:00,10.1352085292161
EDF FP,01/12/2010 00:00:00,9.67820758909431
EI FP,01/12/2010 00:00:00,10.5718167271204
EN FP,01/12/2010 00:00:00,8.96029619745218
GLE FP,01/12/2010 00:00:00,9.94378405853244
AC FP,01/13/2010 00:00:00,10.2277229015452
ACA FP,01/13/2010 00:00:00,10.112408271212
AI FP,01/13/2010 00:00:00,9.3787105913657
AIR FP,01/13/2010 00:00:00,9.38812680052944
ALO FP,01/13/2010 00:00:00,10.520672379982
BN FP,01/13/2010 00:00:00,9.76522263380684
BNP FP,01/13/2010 00:00:00,9.41061282887574
CA FP,01/13/2010 00:00:00,9.43206988891275
CAP FP,01/13/2010 00:00:00,10.1330691215929
CS FP,01/13/2010 00:00:00,10.0555345640213
EDF FP,01/13/2010 00:00:00,9.63607039788229
EI FP,01/13/2010 00:00:00,10.5138727629166
EN FP,01/13/2010 00:00:00,8.80533624471387
GLE FP,01/13/2010 00:00:00,9.92335673362844
AC FP,01/14/2010 00:00:00,10.3692863405156
ACA FP,01/14/2010 00:00:00,10.0896028692247
AI FP,01/14/2010 00:00:00,9.53560766949036
AIR FP,01/14/2010 00:00:00,9.47070889878336
ALO FP,01/14/2010 00:00:00,10.3177543909384
BN FP,01/14/2010 00:00:00,9.78887348436912
BNP FP,01/14/2010 00:00:00,9.43391032769824
CA FP,01/14/2010 00:00:00,9.53672335091671
CAP FP,01/14/2010 00:00:00,10.1980559453025
CS FP,01/14/2010 00:00:00,10.2024715933558
EDF FP,01/14/2010 00:00:00,9.58211929646221
EI FP,01/14/2010 00:00:00,10.4678855372177
EN FP,01/14/2010 00:00:00,8.82911161098113
GLE FP,01/14/2010 00:00:00,9.68672042451657
AC FP,01/15/2010 00:00:00,10.5299676692122
ACA FP,01/15/2010 00:00:00,10.1198946570056
AI FP,01/15/2010 00:00:00,9.29076145230235
AIR FP,01/15/2010 00:00:00,9.41982546793237
ALO FP,01/15/2010 00:00:00,10.1522043961466
BN FP,01/15/2010 00:00:00,9.89108942030699
BNP FP,01/15/2010 00:00:00,9.58120891796218
CA FP,01/15/2010 00:00:00,9.38802626341986
CAP FP,01/15/2010 00:00:00,10.1050853171581
CS FP,01/15/2010 00:00:00,9.91939884185708
EDF FP,01/15/2010 00:00:00,9.52221565306093
EI FP,01/15/2010 00:00:00,10.4883202576784
EN FP,01/15/2010 00:00:00,8.77547107376478
GLE FP,01/15/2010 00:00:00,9.59205094668934
AC FP,01/18/2010 00:00:00,10.2355601553326
ACA FP,01/18/2010 00:00:00,10.2026446235144
AI FP,01/18/2010 00:00:00,9.52502670388338
AIR FP,01/18/2010 00:00:00,9.074896449356
ALO FP,01/18/2010 00:00:00,10.134937445345
BN FP,01/18/2010 00:00:00,10.0033270012326
BNP FP,01/18/2010 00:00:00,9.66543733005243
CA FP,01/18/2010 00:00:00,9.34961168358865
CAP FP,01/18/2010 00:00:00,10.0068343983402
CS FP,01/18/2010 00:00:00,9.85941001650636
EDF FP,01/18/2010 00:00:00,9.38248686361355
EI FP,01/18/2010 00:00:00,10.3961621233086
EN FP,01/18/2010 00:00:00,8.76505255147826
GLE FP,01/18/2010 00:00:00,9.40941233507415
AC FP,01/19/2010 00:00:00,10.2397483045504
ACA FP,01/19/2010 00:00:00,10.4211692813649
AI FP,01/19/2010 00:00:00,9.80348071970067
AIR FP,01/19/2010 00:00:00,9.28305066694292
ALO FP,01/19/2010 00:00:00,10.2147407294292
BN FP,01/19/2010 00:00:00,9.98632584101751
BNP FP,01/19/2010 00:00:00,9.53811050744144
CA FP,01/19/2010 00:00:00,9.26587990273016
CAP FP,01/19/2010 00:00:00,9.93418594598784
CS FP,01/19/2010 00:00:00,10.0334546701909
EDF FP,01/19/2010 00:00:00,9.40892291748407
EI FP,01/19/2010 00:00:00,10.3131321215901
EN FP,01/19/2010 00:00:00,8.73452000727409
GLE FP,01/19/2010 00:00:00,9.43615719977239
AC FP,01/20/2010 00:00:00,10.0855774648641
ACA FP,01/20/2010 00:00:00,10.282449281397
AI FP,01/20/2010 00:00:00,9.68322218249076
AIR FP,01/20/2010 00:00:00,8.94493274208726
ALO FP,01/20/2010 00:00:00,10.1855522705055
BN FP,01/20/2010 00:00:00,9.85978839630878
BNP FP,01/20/2010 00:00:00,9.39992398355302
CA FP,01/20/2010 00:00:00,9.16145222418418
CAP FP,01/20/2010 00:00:00,9.82553516507917
CS FP,01/20/2010 00:00:00,9.89142588606928
EDF FP,01/20/2010 00:00:00,9.39987635882991
EI FP,01/20/2010 00:00:00,10.42020100339
EN FP,01/20/2010 00:00:00,8.42455747146682
GLE FP,01/20/2010 00:00:00,9.330162854169
AC FP,01/21/2010 00:00:00,10.1377688162376
ACA FP,01/21/2010 00:00:00,10.5554791456354
AI FP,01/21/2010 00:00:00,9.67974067315324
AIR FP,01/21/2010 00:00:00,8.88539112836278
ALO FP,01/21/2010 00:00:00,10.0622136366122
BN FP,01/21/2010 00:00:00,9.73521034806524
BNP FP,01/21/2010 00:00:00,9.42705220037593
CA FP,01/21/2010 00:00:00,8.99354162491498
CAP FP,01/21/2010 00:00:00,9.87607999553133
CS FP,01/21/2010 00:00:00,10.0277022794656
EDF FP,01/21/2010 00:00:00,9.76570450452244
EI FP,01/21/2010 00:00:00,10.137789853105
EN FP,01/21/2010 00:00:00,8.47160235936168
GLE FP,01/21/2010 00:00:00,9.33700332851965
AC FP,01/22/2010 00:00:00,10.3570663152112
ACA FP,01/22/2010 00:00:00,10.6380417770373
AI FP,01/22/2010 00:00:00,9.69655246061676
AIR FP,01/22/2010 00:00:00,8.90120739751319
ALO FP,01/22/2010 00:00:00,10.0066500299699
BN FP,01/22/2010 00:00:00,9.7588288016812
BNP FP,01/22/2010 00:00:00,9.51767667755162
CA FP,01/22/2010 00:00:00,9.10809268066145
CAP FP,01/22/2010 00:00:00,9.85649154855014
CS FP,01/22/2010 00:00:00,9.7743549750128
EDF FP,01/22/2010 00:00:00,9.37692393730881
EI FP,01/22/2010 00:00:00,10.0944889906703
EN FP,01/22/2010 00:00:00,8.37829679970191
GLE FP,01/22/2010 00:00:00,9.35904593984389
AC FP,01/25/2010 00:00:00,10.3247533562583
ACA FP,01/25/2010 00:00:00,10.4407906032345
AI FP,01/25/2010 00:00:00,9.77589379771456
AIR FP,01/25/2010 00:00:00,8.97716932772554
ALO FP,01/25/2010 00:00:00,10.0004214668666
BN FP,01/25/2010 00:00:00,9.93563400447739
BNP FP,01/25/2010 00:00:00,9.51954155341844
CA FP,01/25/2010 00:00:00,9.08695557277825
CAP FP,01/25/2010 00:00:00,9.96683945938294
CS FP,01/25/2010 00:00:00,9.91397723945036
EDF FP,01/25/2010 00:00:00,9.2081238227637
EI FP,01/25/2010 00:00:00,10.144942338031
EN FP,01/25/2010 00:00:00,8.46721871145453
GLE FP,01/25/2010 00:00:00,9.5602277955064
AC FP,01/26/2010 00:00:00,10.3396945167673
ACA FP,01/26/2010 00:00:00,10.4725887678324
AI FP,01/26/2010 00:00:00,9.78236981612607
AIR FP,01/26/2010 00:00:00,8.9771146670451
ALO FP,01/26/2010 00:00:00,10.1474212855122
BN FP,01/26/2010 00:00:00,9.7627441581398
BNP FP,01/26/2010 00:00:00,9.35042907811931
CA FP,01/26/2010 00:00:00,8.98390412431674
CAP FP,01/26/2010 00:00:00,9.9792219405881
CS FP,01/26/2010 00:00:00,10.0672709129186
EDF FP,01/26/2010 00:00:00,8.9843568290433
EI FP,01/26/2010 00:00:00,10.3256175206698
EN FP,01/26/2010 00:00:00,8.47096125891516
GLE FP,01/26/2010 00:00:00,9.54364581351399
AC FP,01/27/2010 00:00:00,9.95373367202496
ACA FP,01/27/2010 00:00:00,10.2333801447542
AI FP,01/27/2010 00:00:00,9.65342390459524
AIR FP,01/27/2010 00:00:00,9.03111423818648
ALO FP,01/27/2010 00:00:00,10.1410778754066
BN FP,01/27/2010 00:00:00,9.48402617179001
BNP FP,01/27/2010 00:00:00,9.25362968981805
CA FP,01/27/2010 00:00:00,8.88477078899129
CAP FP,01/27/2010 00:00:00,9.93348452758244
CS FP,01/27/2010 00:00:00,10.0929665545832
EDF FP,01/27/2010 00:00:00,9.04164455389437
EI FP,01/27/2010 00:00:00,10.2180533478442
EN FP,01/27/2010 00:00:00,8.52509640745346
GLE FP,01/27/2010 00:00:00,9.42679838727197
AC FP,01/28/2010 00:00:00,9.94690069841276
ACA FP,01/28/2010 00:00:00,10.2163079119477
AI FP,01/28/2010 00:00:00,9.64560085988512
AIR FP,01/28/2010 00:00:00,9.05220665142742
ALO FP,01/28/2010 00:00:00,9.83710853234336
BN FP,01/28/2010 00:00:00,9.57132838434133
BNP FP,01/28/2010 00:00:00,9.29401971035813
CA FP,01/28/2010 00:00:00,9.16269642641608
CAP FP,01/28/2010 00:00:00,9.80363325891795
CS FP,01/28/2010 00:00:00,10.3343093281648
EDF FP,01/28/2010 00:00:00,9.00383995767908
EI FP,01/28/2010 00:00:00,10.4186718155054
EN FP,01/28/2010 00:00:00,8.48339714926528
GLE FP,01/28/2010 00:00:00,9.58970807282524
AC FP,01/29/2010 00:00:00,9.98447480195531
ACA FP,01/29/2010 00:00:00,10.2815755133541
AI FP,01/29/2010 00:00:00,9.43475252740751
AIR FP,01/29/2010 00:00:00,9.0141967170259
ALO FP,01/29/2010 00:00:00,9.64312810720657
BN FP,01/29/2010 00:00:00,9.49562411238033
BNP FP,01/29/2010 00:00:00,9.54380846386779
CA FP,01/29/2010 00:00:00,9.2416228189018
CAP FP,01/29/2010 00:00:00,10.0096756935902
CS FP,01/29/2010 00:00:00,10.5669399447265
EDF FP,01/29/2010 00:00:00,8.90050318609858
EI FP,01/29/2010 00:00:00,10.27853519712
EN FP,01/29/2010 00:00:00,8.7310325175437
GLE FP,01/29/2010 00:00:00,9.53060890317328
AC FP,02/01/2010 00:00:00,10.0292992864322
ACA FP,02/01/2010 00:00:00,10.5517869045319
AI FP,02/01/2010 00:00:00,9.42294743338597
AIR FP,02/01/2010 00:00:00,9.2914124355948
ALO FP,02/01/2010 00:00:00,9.65332432321231
BN FP,02/01/2010 00:00:00,9.68722858322526
BNP FP,02/01/2010 00:00:00,9.67388069265764
CA FP,02/01/2010 00:00:00,9.25867469513625
CAP FP,02/01/2010 00:00:00,10.094019570315
CS FP,02/01/2010 00:00:00,10.4637930890713
EDF FP,02/01/2010 00:00:00,8.86144655559671
EI FP,02/01/2010 00:00:00,10.1234364693654
EN FP,02/01/2010 00:00:00,8.7138448870489
GLE FP,02/01/2010 00:00:00,9.74968013860726
AC FP,02/02/2010 00:00:00,9.87467559722219
ACA FP,02/02/2010 00:00:00,10.4009706182708
AI FP,02/02/2010 00:00:00,9.23430857241425
AIR FP,02/02/2010 00:00:00,9.1967358842628
ALO FP,02/02/2010 00:00:00,9.48793508735186
BN FP,02/02/2010 00:00:00,9.4398533496691
BNP FP,02/02/2010 00:00:00,9.45103736320219
CA FP,02/02/2010 00:00:00,9.18816316032367
CAP FP,02/02/2010 00:00:00,9.94428752786725
CS FP,02/02/2010 00:00:00,10.1618867844852
EDF FP,02/02/2010 00:00:00,8.8329285837553
EI FP,02/02/2010 00:00:00,10.1281782439439
EN FP,02/02/2010 00:00:00,8.551006139887
GLE FP,02/02/2010 00:00:00,9.40417805225522
AC FP,02/03/2010 00:00:00,10.2811473822298
ACA FP,02/03/2010 00:00:00,10.7667663759665
AI FP,02/03/2010 00:00:00,9.18697634032932
AIR FP,02/03/2010 00:00:00,9.12421423409355
ALO FP,02/03/2010 00:00:00,9.42916086926063
BN FP,02/03/2010 00:00:00,9.52827940586154
BNP FP,02/03/2010 00:00:00,9.29362174725312
CA FP,02/03/2010 00:00:00,9.19279809400278
CAP FP,02/03/2010 00:00:00,10.2229872081381
CS FP,02/03/2010 00:00:00,10.1146675390651
EDF FP,02/03/2010 00:00:00,8.85261327952893
EI FP,02/03/2010 00:00:00,10.1587510529629
EN FP,02/03/2010 00:00:00,8.78287576948618
